title,author,path,drive,topdir,folder,mtype,size_mb
0195062949.pdf,,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Selig_S_Harrison_Out_of_Afghanistan__The_Inside_Story_of_the_Soviet_Withdrawal.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,34.47
Afganistan,"Dupre, Louis",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Afghanistan_Louis_Dupree.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,77.72
Afghanistan : a country study,"Nyrop, Richard F;Seekins, Donald M;American University (Washington, D.C.). Foreign Area Studies",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Afghanistan___a_country_study.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,60.31
Afghanistan Papers : A Secret History of the War (9781982159023) A Secret History of the War ,"Whitlock, Craig; Washington Post (COR) The Washington Post",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Afghanistan Papers A Secret History of the War.epub,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/epub+zip,51.87
Afghanistan and the Defence of Empire : Diplomacy and Strategy During the Great Game,"Wyatt, Christopher M.(Author)",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Afghanistan and the Defence of Empire Diplomacy and Strategy during the Great Game.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,4.15
Afghanistan's Local War: Building Local Defense Forces,"Seth G. Jones, Arturo Munoz",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Afghanistans_Local_War__Building_Local_Defense_Forces_2010_.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,0.58
An Enemy We Created: The Myth of the Taliban-Al Qaeda Merger in Afghanistan ,Alex Strick van Linschoten Felix Kuehn,"SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/An Enemy We Created The Myth of the Taliban-Al Qaeda Merger in Afghanistan by Alex Strick van Linschoten, Felix Kuehn.epub",SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/epub+zip,0.87
An Enemy We Created: The Myth of the Taliban-Al Qaeda Merger in Afghanistan ,Alex Strick van Linschoten Felix Kuehn,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/An Enemy We Created The Myth of the Taliban-Al Qaeda Merger in Afghanistan.epub,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/epub+zip,0.87
BEYOND RECONSTRUCTION IN AFGHANISTAN,JOHN D. MONTGOMERY AND DENNIS A. RONDINELLI,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Beyond_Reconstruction_in_Afghanistan__Lessons_from_Development_Experience_2004_.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,1.14
Bridging State and Civil Society: Informal Organizations in Tajik/Afghan Badakhshan,Suzanne Levi-Sanchez,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Bridging State and Civil Society Informal Organizations in TajikAfghan Badakhshan.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,15.61
Brief History of Afghanistan,HPS6,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/A_Brief_History_Of_Afghanistan__Brief_History__2007_.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,6.43
DURAND CURSE,RAJIV DOGRA,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Durand_s_Curse_A_Line_Across_the_Pathan_Heart.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,1.82
DYNAMICS OF POLITICAL DEVELOPMENT IN AFGHANISTAN,Hafizullah Emadi,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Dynamics of Political Development in Afghanistan Emadi.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,1.81
Democracy and Islam in the New Constitution of Afghanistan,"Khaled M. Abou El Fadl, Said Arjomand, Nathan Brown, Jerrold Green, Donald Horowitz, Michael Rich, Barnett Rubin, Birol Yesilada; Cheryl Benard and",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Democracy and Islam in the New Constitution of Afghanistan by Khaled.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,0.27
"Eastern Persia: The geography, with narratives by Majors St. John, Lovett, and Euan Smith, and an introduction by Major-General Sir Frederic John","Persian Boundary Commission, Oliver B. St. John, Beresford Lovett, Euan Smith, William Thomas Blanford",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Eastern_Persia_The_geography_with_narrat.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,19.54
"Endgame for the West in Afghanistan? Explaining the Decline in Support for the War in Afghanistan in the United States, Great Britain, Canada,",Mr. Charles A. Miller,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Endgame_for_the_West_in_Afghanistan.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,1.57
Exploring the Dutch Empire,"Catia Antunes,Jos Gommans",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Exploring the Dutch Empire Agents Networks and Institutions 1600-2000 by.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,2.21
Gender and International Aid in Afghanistan: The Politics and Effects of Intervention,Lina Abirafeh,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Gender_and_International_Aid_in_Afghanistan__The_Politics_and_Effects_of_Intervention_2009_.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,12.47
Gold And Guns On The Pathan Frontier,Abdul Qaiyum,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Gold-And-Guns-On-The-Pathan-Frontier_text.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,8.34
Herat: the granary and garden of Central Asia,"Malleson, G. B. (George Bruce), 1825-1898",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/granaryherat.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,5.91
History Of The Afghans: Translated From The Persian Of Neamet Ullah By Bernhard Dorn,Ni'mat-Allah,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/History Of The Afghans.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,15.97
INTRODUCTION TO PASHTUN CULTURE,Dr. Raj Wali Shah Khattak,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Introduction to Pashtun Culture A Collection of Essays- ThePathans Raj Wali Shah Khattak.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,7.23
In Search of Peace for Afghanistan ,"Authors, Multiple",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Historical Letters of President Najibullah and Hassan Kakar.epub,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/epub+zip,2.94
Iran’s Policy on Afghanistan: The Evolution of Strategic Pragmatism,Bruce Koepke,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Irans policy on Afghanistan.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,0.25
Islam and Politics in Afghanistan,"Olesen, Asta",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Islam and Politics in Afghanistan by Asta Olesen.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,9.5
Islam and Resistance in Afghanistan,"Roy, Olivier; ",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Islam and Resistance in Afghanistan by Olivier Roy.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,15.76
Jihad and Death,Olivier Roy,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Jihad and Death The Global Appeal of Islamic State by Olivier Roy Cynthia Schoch.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,1.77
Modern Afghanistan : the impact of 40 years of war,,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Modern Afghanistan The Impact of 40 Years of War Shahrani.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,12.83
Nation-Building: Beyond Afghanistan and Iraq (Forum on Constructive Capitalism),Francis Fukuyama,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Nation-Building Beyond Afghanistan and Iraq by Francis Fukuyama.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,1.8
New Doc 2017-06-22,CamScanner,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/A Pathan Odyssey by Muhammad Ajmal Khan Khattak.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,70.02
"Reaping the Whirlwind : Afghanistan, Al-Qa'ida, and the Holy War",Michael Griffin,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Reaping_the_Whirlwind__Afghanistan_Al_Qaida_and_the_Holy_War_2003_.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,3.18
"Recovering the Frontier State : War, Ethnicity, and State in Afghanistan",Administrator,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Recovering_the_Frontier_State__War_Ethnicity_and_the_State_in_AfghanistanLexington_Books_2008_.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,1.2
Regime Change in Afghanistan,,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Regime change in Afghanistan  foreign intervention and the politics of legitimacy Maley Saikal.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,20.54
SGI_Policy_CertificateRef,,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/2537484383.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,0.23
Small Players of the Great Game: The Settlement of Iran's Eastern Borderlands and the Creation of Afghanistan,Pirouz Mojtahed-Zadeh,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Small_Players_of_the_Great_Game__The_settlement_of_Irans_eastern_borderlands_and_the_creation_of_Afghanistan.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,8.51
Table of Content.indd,Paiman,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Afghanistan in 2010  a survey of the Afghan people.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,3.81
Taliban,"Rashid, Ahmed.","SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Taliban  the power of militant Islam in Afghanistan and beyond by Rashid, Ahmed.pdf",SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,7.03
The Afghanistan File ,Prince Turki AlFaisal Al Saud,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Afghanistan File Prince Turki Al-Faisal Al-Saud.epub,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/epub+zip,1.23
The Chronicles of a Traveller,"Tadeusz Jan KrusiÅ—ski, Johann Christian Clodius, George Newnham Mitford",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/chroniclesatrav00mitfgoog.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,6.14
"The Indian borderland, 1880-1900","Holdich, Thomas Hungerford, Sir, 1843-1929",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/indianborderland00holduoft.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,23.23
The Islamic State in Khorasan,Antonio Giustozzi,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Islamic State in Khorasan Afghanistan Pakistan and the New Central Asian Jihad Giustozzi.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,3.31
The Pashtun Question: The Unresolved Key to the Future of Pakistan and Afghanistan,Abubakar Siddique,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Pashtun Question The Unresolved Key to the Future of Pakistan and Afghanistan.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,3.71
The Politics of Chaos in the Middle East,Olivier Roy,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Politics of Chaos in the Middle East by Olivier Roy.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,0.5
The Spectre of Afghanistan,"Saikal, Amin; Nourzhanov, Kirill; ",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Spectre of Afghanistan Security in Central Asia by Kirill Nourzhanov and Amin Saikal.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,2.31
The Taliban's Winning Strategy in Afghanistan,Gilles Dorronsoro,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Talibans winning strategy in Afghanistan by Gilles Dorronsoro Carnegie Endowment for International Peace.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,2.2
"The Treasure of the Oxus, with Other Objects from Ancient Persia and India",Ormonde Maddock Dalton,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Treasure_of_the_Oxus.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,6.75
The Turks in the early Islamic world,,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Turks in the Early Islamic World.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,17.93
The Wrong Enemy,Carlotta Gall,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Wrong Enemy America in Afghanistan.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,7.44
The Wrong War,Bing West,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/the wrong war.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,6.89
The kingdom of Afghanistan: a historical sketch,"Tate, George P",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/kingdomofafghani_tate.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,15.79
Trade text final,,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Rescuing Afghanistan William Maley.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,1.42
Tribe and State in Iran and Afghanistan (RLE Iran D),"Tapper, Richard.",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Tribe and State in Iran and Afghanistan.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,9.58
Tribes and Global Jihadism,"Collombier, Virginie; Roy, Olivier; ",SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Tribes and Global Jihadism by Virginie Collombier Olivier Roy .pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,3.87
Why We Lost ,Daniel Bolger,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Why We Lost A Generals Inside Account of the Iraq and Afghanistan Wars by Bolger Daniel.epub,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/epub+zip,18.35
Winning the War of Words: Selling the War on Terror from Afghanistan to Iraq,Wojtek Mackiewicz Wolfe,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Selling_the_War_on_Terror_from_Afghanistan_to_Iraq.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,0.99
With All Our Strength: The Revolutionary Association of  the Women of  Afghanistan,Anne E.Brodsky,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/With All Our Strength RAWA.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,3.72
"Zone of crisis : Afghanistan, Pakistan, Iraq and Iran",,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/Zone of crisis  Afghanistan Pakistan Iraq and Iran Saikal.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,3.17
ÿþThe polities and Economics of Drug production on yhe pakistan Afghanistan Border,,SOURCE_ARCHIVE/BOOKLIBDATA/AFGHANISTAN_SPECIFICBOOKS/The Politics and Economics of Drug Production on the Pakistan Afghanistan Border by Amir Zada Asad Robert Harris.pdf,SOLEMON,BOOKLIBDATA,AFGHANISTAN_SPECIFICBOOKS,application/pdf,8.04
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Classical accounts of india _ rome_greek_majumdar.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,47.15
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/geography of puranas.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,10.65
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/wadia_geology_of_india.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,19.13
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/wadia_geology_of_india2.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,28.51
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/geography of puranas_chs.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,2.62
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Arabic classical accounts of India and China.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,2.89
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Altai-Himalaya A Travel Diary by Nicholas Roerich.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,10.56
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/The Archaeology of South Asia From the Indus to Asoka Coningham Young.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,71.66
,,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Geology of the Nepal Himalaya Megh Raj Dhital.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,53.51
A History of Civilisation in Ancient India,Romesh Chunder Dutt,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/A History of Civilisation in Ancient India.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,30.0
A History of Civilisation in Ancient India Based on Sanscrit Literature,Romesh Chunder Dutt,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/A History of Civilisation in Ancient India Based on Sanscrit Romesh Chunder Dutt.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,13.04
Alberunis India Edward Sachau Vol 1,Shivani Dara,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Alberunis India  Edward Sachau Vol1.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,21.56
Alberunis India Edward Sachau Vol 2,Kama Dora,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Alberunis India  Edward Sachau Vol2.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,16.03
Alberuni’s India ,Edward C Sachau,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Alberuni’s India by Edward C Sachau.epub,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/epub+zip,9.15
Ancient India and Indian Civilization,"P. Masson-Ousel, P. Stern, H. Willman-Grabowska",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Ancient India and Indian Civilization.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,10.89
Ancient India as Described by Ptolemy,John Watson McCrindle,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/ancientindia_ptolemy.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,14.11
Avoiding Armageddon ,Bruce Riedel,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Avoiding Armageddon America India and Pakistan to the Brink and Back by Bruce Riedel.epub,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/epub+zip,0.73
Civilisation in the Buddhist age : B.C. 320 to A.D. 500,"Dutt, Romesh Chunder, 1848-1909",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Civilisation in the Buddhist age_ B_C_ 320 to A_D_ 500.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,11.57
Colliding Continents,"Searle, Mike",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Colliding Continents  A geological exploration of the Himalaya Karakoram and Tibet.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,37.67
Colliding Continents,"Searle, Mike","SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Colliding Continents  A geological exploration of the Himalaya, Karakoram, and Tibet by Searle, Mike (z-lib.org).pdf",SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,37.67
Dacca,"Allen, Basil Copleston, 1870-1935",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/daccaallen00alle.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,14.75
"Ethnobotany of India, Volume 4","T. Pullaiah,K. V. Krishnamurthy,Bir Bahadur","SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Ethnobotany of India, Volume 4 Western and Central Himalayas.pdf",SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,73.22
GEOGRAPHICAL THOUGHT : A CONTEXTUAL HISTORY OF IDEAS,"DIKSHIT, R. D.",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/diskhit_ch8_geographical_thoughtpdf.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,1.06
GEOGRAPHICAL THOUGHT : A CONTEXTUAL HISTORY OF IDEAS,"DIKSHIT, R. D.",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/GEOGRAPHICAL THOUGHT  A CONTEXTUAL HISTORY OF IDEAS by DIKSHIT.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,15.15
Geography Peoples And Geodynamics Of India In Puranas And Epics Vaidya K. A,Amara Wali,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/valdiya_ch1.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,1.5
Geography Peoples And Geodynamics Of India In Puranas And Epics Vaidya K. A,Amara Wali,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Geography Peoples and Geodynamics of India in Puranas.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,33.8
"Himalaya A Literary Homage to Adventure, Meditation, and Life on the Roof of the World ","Ruskin Bond,Namita Gokhale Namita Gokhale","SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Himalaya A Literary Homage to Adventure, Meditation, and Life on the Roof of the World.epub",SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/epub+zip,6.4
Himalaya Calling:The Origins of China and India,Chung Tan,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Himalaya Calling The Origins of China and India by Chung Tan.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,8.46
"Himalaya to the Sea: Geology, Geomorphology and the Quaternary","John F.Shroder, jr. (edt)",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Himalaya to the Sea Geology Geomorphology and the Quaternary.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,13.58
"Himalaya to the Sea: Geology, Geomorphology and the Quaternary","John F.Shroder, jr. (edt)","SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Himalaya to the Sea Geology, Geomorphology and the Quaternary by John F. Shroder Jr. (z-lib.org).pdf",SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,13.58
India and Pakistan,"O.H.K. Spate,A.T.A. Learmonth",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/India and Pakistan  a general and regional geography by Spate OHK.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,59.31
Later Hindu civilisation,"Dutt, Romesh C",SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/Later Hindu civilisation Romesh Chunder Dutt.pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,11.77
POLsacred-dutt-ramayanaAM.p65,vladimirv,SOURCE_ARCHIVE/BOOKLIBDATA/ANCIENT_INDIA/The Ramayana and The Mahabharta Romesh C_ Dutt .pdf,SOLEMON,BOOKLIBDATA,ANCIENT_INDIA,application/pdf,0.96
