title,author,path,drive,topdir,folder,mtype,size_mb
Microsoft Word - xi plan guidelines _F.N._.doc,UGC105,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/6161505_JRFForeign-national.pdf,SOLEMON,Winstore,pdfnews,application/pdf,0.07
NEW SCHEME MASTERDATA FORMAT(1).xls,ugc105,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/0251180_bsrepaymentformet.pdf,SOLEMON,Winstore,pdfnews,application/pdf,0.03
New Brochure.cdr,Administrator,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/208844_HEglance2012.pdf,SOLEMON,Winstore,pdfnews,application/pdf,4.96
UGC ANNUAL REPORT - ENGLISH 2019-20 print line page.pdf,Ganesh,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/1120661_UGC-ANNUAL-REPORT-ENGLISH-2019-20.pdf,SOLEMON,Winstore,pdfnews,application/pdf,9.18
UGC ANNUAL REPORT 2017-18 - HINDI.indd,NEGI,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/5926737_UGC-ANNUAL-REPORT-2017-18---HINDI-FINAL.pdf,SOLEMON,Winstore,pdfnews,application/pdf,5.48
UGC ANNUAL REPORT 2017-18 FG.indd,NEGI,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/5595965_UGC-ANNUAL-REPORT-English-2017-18.pdf,SOLEMON,Winstore,pdfnews,application/pdf,4.01
UGC Annual Accounts English 2019-20.indd,chandu123,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/9925055_Annual-Accounts-English-8-JUNE-2021.pdf,SOLEMON,Winstore,pdfnews,application/pdf,4.01
UGC Annual Accounts Hindi.indd,NEGI,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/4716288_UGC-Annual-Accounts-Hindi-FINAL-2017-18.pdf,SOLEMON,Winstore,pdfnews,application/pdf,0.95
UGC Annual Report - Hindi PART 1.pdf,chand,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/9926519_UGC-Annual-Report-2018-19-HINDI.pdf,SOLEMON,Winstore,pdfnews,application/pdf,6.01
UGC Annual Report 2016-17.pdf,admin,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/7899429_UGC_Annual-Report_Hindi-2016-17.pdf,SOLEMON,Winstore,pdfnews,application/pdf,14.48
UGC FINAL COVER,Administrator,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/740315_12FYP.pdf,SOLEMON,Winstore,pdfnews,application/pdf,2.37
UGC Hindi Account 2014-15,,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/7852387_Hindi-Annual-Account-2014-15.pdf,SOLEMON,Winstore,pdfnews,application/pdf,8.61
University Grants Commission,DSKPDF,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/4971129_66th-list-of-DSKPDF-unsuccessful-candidates.pdf,SOLEMON,Winstore,pdfnews,application/pdf,0.07
University Grants Commission,DSKPDF,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/5134041_DSKPDF_NotSelectedCandidate-dec-18.pdf,SOLEMON,Winstore,pdfnews,application/pdf,0.05
University Grants Commission,DSKPDF,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/8236888_Unsucessful-Candidates-of-DSKPDF.pdf,SOLEMON,Winstore,pdfnews,application/pdf,0.07
University Grants Commission,DSKPDF,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/8250031_65th-list-of-DSKPDF-Unsuccessful-candidates.pdf,SOLEMON,Winstore,pdfnews,application/pdf,0.07
untitled,,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/2920944_Annual-Report-2015-16_Hindi.pdf,SOLEMON,Winstore,pdfnews,application/pdf,90.3
“ISHAN UDAY”                                                                               SPECIAL SCHOLARSHIP SCHEME FOR NORTH EASTERN REGION,Lenovo,SOURCE_ARCHIVE/Winstore/BASE_FOUR/UGC_modelcurriculum/pdfnews/3558377_final-NER-guidelines-with-annexures.pdf,SOLEMON,Winstore,pdfnews,application/pdf,0.11
,ambrish dhaka,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/SYLLABI/PhD_syllabus_revised/oldfiles/rtf_format/pdfver/sa653_2013.pdf,SOLEMON,Winstore,pdfver,application/pdf,0.09
,,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/SYLLABI/PhD_syllabus_revised/oldfiles/rtf_format/pdfver/MAsyllabus2013.pdf,SOLEMON,Winstore,pdfver,application/pdf,0.08
,ambrish dhaka,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/SYLLABI/PhD_syllabus_revised/oldfiles/rtf_format/pdfver/sa654_2013.pdf,SOLEMON,Winstore,pdfver,application/pdf,0.09
,ambrish dhaka,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/SYLLABI/PhD_syllabus_revised/oldfiles/rtf_format/pdfver/SA662_2013.pdf,SOLEMON,Winstore,pdfver,application/pdf,0.06
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/coasts climatechange/philippines/Perceptions of Climate Change.pdf,SOLEMON,Winstore,philippines,application/pdf,0.9
Climate Change Impacts on Philippine Coasts ,E. B. Capili,SOURCE_ARCHIVE/Winstore/BASE_ONE/coasts climatechange/philippines/oceans.2005.1640108.pdf,SOLEMON,Winstore,philippines,application/pdf,0.26
Climate Change in the Philippines: ,WB320479,SOURCE_ARCHIVE/Winstore/BASE_ONE/coasts climatechange/philippines/Virtucio.--2008.--CC-in-the-Philippines.pdf,SOLEMON,Winstore,philippines,application/pdf,0.55
PII: 0951-8312(91)90043-2,,SOURCE_ARCHIVE/Winstore/BASE_ONE/coasts climatechange/philippines/0951-8312(91)90043-2.pdf,SOLEMON,Winstore,philippines,application/pdf,1.48
Representing India,ambijat,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SOUTHASIA_MA/INDIA/planning/20121114172310Representing India.pdf,SOLEMON,Winstore,planning,application/pdf,3.82
http://planningcommission.nic.in/plans/planrel/fiveyr/3rd/3planch1.html,ambijat,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SOUTHASIA_MA/INDIA/planning/20121115092447__planningcommission.nic.in_plans_planrel_fiveyr_3rd_3planch1.pdf,SOLEMON,Winstore,planning,application/pdf,0.11
http://planningcommission.nic.in/plans/planrel/fiveyr/3rd/3planch9.html,adhaka,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SOUTHASIA_MA/INDIA/planning/20111130005809http___planningcommission.nic.in_plans_planrel_fiveyr_3rd_3planch9.pdf,SOLEMON,Winstore,planning,application/pdf,0.14
http://planningcommission.nic.in/plans/planrel/fiveyr/3rd/3planch9.html,ambijat,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SOUTHASIA_MA/INDIA/planning/20121115092449__planningcommission.nic.in_plans_planrel_fiveyr_3rd_3planch9.pdf,SOLEMON,Winstore,planning,application/pdf,0.08
??????? ?????,adhaka,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/20080523095803.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.06
"International relations theory and water do mix: A response to Furlong's troubled waters, hydro-hegemony and international water relations",Jeroen F. Warner; Mark Zeitoun,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle99.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.14
Neoclassical geopolitics,Nick Megoran,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle9.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.1
PII: 0962-6298(95)00089-5,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0033.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,2.48
PII: 0962-6298(96)83606-7,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle8.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,2.16
PII: S0962-6298(00)00046-9,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0024.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.03
PII: S0962-6298(01)00006-3,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0023.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.3
PII: S0962-6298(02)00008-2,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0021.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.46
PII: S0962-6298(96)00009-1,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0030.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,1.22
PII: S0962-6298(97)00022-X,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0028.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,1.48
PII: S0962-6298(97)00034-6,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0029.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,2.62
PII: S0962-6298(98)00110-3,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle21.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.18
PII: S0962-6298(99)00039-6,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle31.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.05
PII: S0962-6298(99)00041-4,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle41.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.03
doi:10.1016/S0962-6298(03)00062-3,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0020.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.01
doi:10.1016/S0962-6298(03)00075-1,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle95.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.09
doi:10.1016/S0962-6298(03)00089-1,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0017.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.06
doi:10.1016/j.polgeo.2003.11.001,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0015.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.03
doi:10.1016/j.polgeo.2003.12.014,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0016.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.15
doi:10.1016/j.polgeo.2004.03.004,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0013.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.6
doi:10.1016/j.polgeo.2004.04.004,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0014.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.05
doi:10.1016/j.polgeo.2005.12.008,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/0010.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.34
doi:10.1016/j.polgeo.2006.06.003,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/006.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.39
doi:10.1016/j.polgeo.2006.08.001,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/001.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.08
doi:10.1016/j.polgeo.2006.08.006,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/008.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.41
doi:10.1016/j.polgeo.2006.09.006,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle3.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.72
doi:10.1016/j.polgeo.2006.10.013,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/005.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.95
doi:10.1016/j.polgeo.2006.11.003,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle5.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.19
doi:10.1016/j.polgeo.2006.11.008,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle2.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.04
doi:10.1016/j.polgeo.2006.12.001,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle4.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.05
doi:10.1016/j.polgeo.2006.12.002,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle_01.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.18
doi:10.1016/j.polgeo.2008.01.004,,SOURCE_ARCHIVE/Winstore/BASE_ONE/critgeopolitics/polgeog_bigbag/sdarticle991.pdf,SOLEMON,Winstore,polgeog_bigbag,application/pdf,0.1
,Ikram,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MPHIL2020A/practicals/Assignmen election Data t.docx,SOLEMON,Winstore,practicals,application/vnd.openxmlformats-officedocument.wordprocessingml.document,10.01
,Ikram,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MPHIL2020A/practicals/Assignment Georeferencing.docx,SOLEMON,Winstore,practicals,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.21
,Ikram,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MPHIL2020A/practicals/Assignment. Fruits data docx.docx,SOLEMON,Winstore,practicals,application/vnd.openxmlformats-officedocument.wordprocessingml.document,3.31
,Ikram,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MPHIL2020A/practicals/GIS Project.docx,SOLEMON,Winstore,practicals,application/vnd.openxmlformats-officedocument.wordprocessingml.document,3.72
,Pravin Kumar,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MA2021/assignments/pravin/Assignment 3- IS 529 N - Pravin Kumar.docx,SOLEMON,Winstore,pravin,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.09
,Pravin Kumar,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MA2021/assignments/pravin/Assignment 5-IS 529 N- Pravin Kumar.docx,SOLEMON,Winstore,pravin,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.01
,Pravin Kumar,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MA2021/assignments/pravin/Assignment 4- IS 529 N- Pravin Kumar.docx,SOLEMON,Winstore,pravin,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.02
,Pravin Kumar,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MA2021/assignments/pravin/Assignment-2 IS 529 N - Pravin Kumar.docx,SOLEMON,Winstore,pravin,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.02
,Pravin Kumar,SOURCE_ARCHIVE/Winstore/BASE_FOUR/SEMESTER/MA2021/assignments/pravin/Assignment-1-IS 529 N-Pravin Kumar.docx,SOLEMON,Winstore,pravin,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.02
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/IR rosenau.pdf,SOLEMON,Winstore,q_w_p,application/pdf,0.79
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/supranational system.pdf,SOLEMON,Winstore,q_w_p,application/pdf,0.07
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/verba simulation in IR.pdf,SOLEMON,Winstore,q_w_p,application/pdf,3.65
A Cultural Theory of International Relations,RICHARD NED LEBOW,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/A Cultural Theory of International Relations.pdf,SOLEMON,Winstore,q_w_p,application/pdf,5.21
"AN EXEMPLARY 'RESEARCH PROGRAMME': HAROLD GUETZKOW'S CONCEPTUAL, THEORETICAL, METHODOLOGICAL, EMPIRICAL, AND VALUES/ETHICS CONTRIBUTIONS",,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/guetzkow model.pdf,SOLEMON,Winstore,q_w_p,application/pdf,0.73
An Assessment of Peace Research,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/singer peace research.pdf,SOLEMON,Winstore,q_w_p,application/pdf,1.63
An Attempt to Simulate the Outbreak of World War I,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/simulate world war 1.pdf,SOLEMON,Winstore,q_w_p,application/pdf,3.66
Beyond Simplicity: Focused Realism and Computational Modeling in International Relations,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/focused realism taber.pdf,SOLEMON,Winstore,q_w_p,application/pdf,1.47
"Cultural Strategies and the Political Economy of Protest in Mid-Qing China, 1740-1839",,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/ming china.pdf,SOLEMON,Winstore,q_w_p,application/pdf,1.0
Does Decision Making Matter? Systemic Assumptions vs. Historical Reality in International Relations Theory,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/decision making in IR 2.pdf,SOLEMON,Winstore,q_w_p,application/pdf,5.74
Forecasting Israeli-Palestinian Relations,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/isreal palestine relations.pdf,SOLEMON,Winstore,q_w_p,application/pdf,0.79
From A Study of War to Peace Research: Some Criteria and Strategies,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/singer study of war.pdf,SOLEMON,Winstore,q_w_p,application/pdf,2.42
Inter-Nation Simulation and Contemporary Theories of International Relations,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/inter nation simulation.pdf,SOLEMON,Winstore,q_w_p,application/pdf,4.32
POLI: An Expert System Model of U.S. Foreign Policy Belief Systems,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/poli by taber.pdf,SOLEMON,Winstore,q_w_p,application/pdf,4.64
Research Activities on Simulated International Processes,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/simulation in IR.pdf,SOLEMON,Winstore,q_w_p,application/pdf,1.61
"Ripples from the Waves? A Systemic, Time-Series Analysis of Democracy, Democratization, and Interstate War",,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/timeseries war.pdf,SOLEMON,Winstore,q_w_p,application/pdf,1.5
Social Time: A Methodological and Functional Analysis,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/sorokin merton review.pdf,SOLEMON,Winstore,q_w_p,application/pdf,1.16
Statistical Findings in International Politics: A Data-Based Assessment,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/stats in IR.pdf,SOLEMON,Winstore,q_w_p,application/pdf,3.18
"THE CORRELATES OF WAR PROJECT: A BIBLIOGRAPHIC HISTORY OF THE SCIENTIFIC STUDY OF WAR AND PEACE, 1964-2000",,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/CoW project.pdf,SOLEMON,Winstore,q_w_p,application/pdf,1.83
The Applicability of Quantitative International Politics to Diplomatic History,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/QIR in diplomacy.pdf,SOLEMON,Winstore,q_w_p,application/pdf,1.58
"The Quantitative International Relations Scholar as Surfer: Riding the ""Fourth Wave""",,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/QIR.pdf,SOLEMON,Winstore,q_w_p,application/pdf,4.66
The Rationality of Decision Making during International Crises,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/decision making in IR.pdf,SOLEMON,Winstore,q_w_p,application/pdf,2.18
The State of Experimental Research in IR: An Analytical Survey,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/experimental research in IR.pdf,SOLEMON,Winstore,q_w_p,application/pdf,3.03
The Study of War,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/sorokin review wright.pdf,SOLEMON,Winstore,q_w_p,application/pdf,0.98
Theory Development Through Simulation: A Comparison and Analysis of Associations among Variables in an International System and an Inter-Nation,,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/thoery by simulation.pdf,SOLEMON,Winstore,q_w_p,application/pdf,3.24
"Variables, Indicators, and Data: The Measurement Problem in Macropolitical Research",,SOURCE_ARCHIVE/Winstore/BASE_ONE/AI_InternationalRelationstheory/articles/q_w_p/singer measurement problem.pdf,SOLEMON,Winstore,q_w_p,application/pdf,2.64
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/afghanistan_elections.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.47
,ambrish dhaka,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/AFGHANSITAN.ru.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.1
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/calder.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.01
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/hbe80lvtdh4h9xbw.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.1
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/IGP potential 12-04-2005.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.04
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/IGP presentation 12.04.2005.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.04
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/kessler.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.01
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/NCTC_Report.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.0
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/nakamura.pdf,SOLEMON,Winstore,r_PDF,application/pdf,47.4
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/TIP_1-06_Lee.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.1
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/u.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.21
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/x4wn1ll82qeenlk6.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.08
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/j2181225156n3758.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.14
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/v737l5x8vrj70726.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.14
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/j8qnv24602266861.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.15
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/j8641635g637705x.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.15
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/p57705213rw84225.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.15
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/l342536410103763.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.17
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/EC.pdf,SOLEMON,Winstore,r_PDF,application/pdf,1.2
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/Afghanistan_CACA.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.77
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/Backup of Afghanistan_CACA.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.77
 ,User,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/IEPbrochure-web.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.28
 ,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/088_afghanistan_from_presidential_to_parliamentary_elections.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.53
"""Rebuilding Afghanistan: Encouraging Foreign Investment in Afghanistan through IP Law Revision"" (October 2003 - Metropolitan Corporate Counsel)",,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/klosek_10_03.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.08
#115 NT PEPC.p65,SWOSTI,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/Nepali_Times_115.pdf,SOLEMON,Winstore,r_PDF,application/pdf,1.08
1964 to 1979,Bruce E. Etling,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/etling.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.16
1_Schwarz-Schilling,Admin,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/TIP_1-06_Schwarz-Schilling.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.11
2006_english#1,,SOURCE_ARCHIVE/Winstore/BASE_ONE/LocalDisk_F/r_PDF/2006_english1.pdf,SOLEMON,Winstore,r_PDF,application/pdf,0.8
